index	count
380	2
381	52
382	0
383	0
384	5
385	86
386	12
387	84
388	125
389	0
390	1
391	4
392	1
393	4
394	0
395	2
396	0
397	2
398	1
399	1
400	2
401	0
402	5
403	9
404	8
405	0
406	0
407	6
408	6
409	1
410	17
411	19
412	47
413	2
414	350
415	0
416	0
417	33
418	1
419	1
420	1
421	1
422	0
423	3
424	1
425	0
426	12
427	67
428	2
429	140
430	2
431	0
432	2
433	1
434	0
435	0
436	0
437	1
438	0
439	1
440	0
441	3
442	1
443	21
444	11
445	0
446	0
447	4
448	2
449	0
450	0
451	1
452	0
453	1
454	0
455	0
456	1
457	3
458	0
459	0
460	0
461	10
462	81
463	0
464	83
465	24
466	1
467	0
468	1
469	250
470	0
471	0
472	0
473	5
474	1
475	4
476	1
477	3
478	28
479	5
480	0
481	0
482	0
483	5
484	1
485	85
486	0
487	0
488	1
489	1
490	0
491	0
492	0
493	0
494	1
495	0
496	7
497	1
498	4
499	0
500	0
501	12
502	116
503	1
504	119
505	0
506	1
507	0
508	0
509	0
510	1
511	0
512	1
513	0
514	12
515	0
516	9
517	12
518	1
519	0
520	1
521	1
522	1
523	0
524	1
525	53
526	0
527	0
528	12
529	1
530	1
531	6
532	1
533	1
534	1
535	0
536	1
537	0
538	0
539	14
540	4
541	2
542	2
543	1
544	1
545	0
546	0
547	0
548	0
549	0
550	0
551	1
552	1
553	0
554	0
555	1
556	0
557	3
558	39
559	2
560	1
561	0
562	7
563	5
564	5
565	20
566	2
567	2
568	1
569	1
570	5
571	1
572	0
573	0
574	0
575	2
576	0
577	0
578	0
579	0
580	0
581	1
582	1
583	0
584	0
585	0
586	1
587	0
588	0
589	1
590	1
591	0
592	0
593	0
594	1
595	0
596	2
597	1
598	69
599	0
600	5
601	1
602	0
603	1
604	1
605	0
606	0
607	0
608	0
609	30
610	3
611	61
612	1
613	1
614	0
615	20
616	0
617	0
618	0
619	0
620	3
621	2
622	0
623	0
624	0
625	0
626	0
627	0
628	22
629	9
630	16
631	2
632	1
633	0
634	3
635	3
636	8
637	3
638	0
639	0
640	0
641	1
642	1
643	0
644	0
645	1
646	0
647	0
648	0
649	0
650	0
651	4
652	10
653	0
654	0
655	1
656	1
657	0
658	8
659	1
660	1
661	18
662	13
663	85
664	3
665	0
666	2
667	2
668	0
669	1
670	39184
671	21
672	0
673	1
674	4
675	1
676	0
677	15
678	7
679	0
680	2
681	5161
682	17
683	56
684	22
685	0
686	0
687	0
688	55
689	0
690	10
691	24
692	2
693	0
694	0
695	0
696	1
697	6
698	1
699	10
700	2
701	3
702	0
703	1
704	0
705	0
706	0
707	1
708	1
709	0
710	0
711	0
712	1
713	0
714	1
715	1
716	2
717	3
718	0
719	0
720	0
721	2
722	0
723	2
724	1
725	1
726	0
727	3
728	0
729	1
730	0
731	0
732	2
733	1
734	1
735	2
736	0
737	0
738	0
739	0
740	0
741	0
742	0
743	1
744	1
745	1
746	1
747	0
748	1
749	0
750	0
751	0
752	2
753	1
754	3
755	0
756	0
757	1
758	91
759	1
760	1
761	0
762	0
763	0
764	0
765	1
766	11
767	3
768	7
769	1
770	3
771	0
772	0
773	18
774	1
775	0
776	0
777	276
778	0
779	0
780	1
781	1
782	58
783	13
784	0
785	3
786	0
787	0
788	1
789	1
790	4
791	1
792	1
793	0
794	1
795	0
796	1
797	0
798	2
799	0
800	0
801	1
802	0
803	1
804	0
805	0
806	0
807	47
808	0
809	0
810	197
811	0
812	2
813	0
814	0
815	1
816	0
817	0
818	3
819	0
820	29
821	78
822	411
823	0
824	0
825	2
826	5
827	1
828	7
829	4
830	11
831	0
832	1
833	1
834	0
835	0
836	17
837	19
838	23
839	41
840	104
841	20
842	0
843	0
844	1
845	0
846	1
847	105
848	106
849	147
850	0
851	1
852	0
853	0
854	0
855	143
856	97
857	0
858	0
859	1
860	0
861	0
862	0
863	0
864	1
865	2
866	7
867	4
868	0
869	0
870	0
871	1
872	6
873	0
874	23
875	0
876	0
877	1
878	0
879	2
880	1
881	11
882	7
883	325
884	0
885	1
886	0
887	1
888	2
889	0
890	4
891	0
892	1
893	0
894	3
895	1
896	12
897	2
898	6
899	0
900	0
901	0
902	1
903	2
904	6
905	5
906	0
907	3
908	48
909	3
910	134
911	1
912	0
913	0
914	0
915	0
916	1
917	0
918	1662
919	525
920	1
921	111
922	33
923	84
924	8
925	9
926	1
927	0
928	2
929	11
930	0
931	68
932	0
933	1
934	0
935	1
936	0
937	2
938	0
939	3
940	9
941	27
942	0
943	1
944	1
945	2
946	0
947	1
948	10
949	1
950	82
951	73
952	398
953	0
954	24
955	0
956	1
957	3
958	11
959	158
960	22
961	23
962	0
963	41
964	642
965	0
966	61
967	572
968	900
969	295
970	4
971	0
972	2
973	2
974	4
975	57
976	6
977	0
978	1
979	28
980	0
981	101
982	22
983	1
984	0
985	10
986	139
987	5
988	3
989	0
990	2
991	3
992	0
993	4
994	192
995	1
996	3
997	6
998	1
999	0
1000	0
1001	0
1002	1
1003	7
1004	0
1005	472
1006	0
1007	1
1008	1
1009	0
1010	4
1011	3
1012	3
1013	35
1014	0
1015	0
1016	0
1017	5
1018	0
1019	464
1020	1
1021	6
1022	24
1023	1
1024	38
1025	1
1026	4
1027	288
1028	0
1029	2
1030	1
1031	2
1032	2
1033	0
1034	1
1035	6
1036	1
1037	1279
1038	8
1039	17
1040	0
1041	4
1042	0
1043	2
1044	47
1045	1
1046	0
1047	0
1048	68
1049	9
1050	21
1051	7
1052	8
1053	340
1054	29
1055	1
1056	0
1057	6
1058	0
1059	1
1060	2
1061	2
1062	1
1063	317
1064	0
1065	0
1066	1
1067	0
1068	0
1069	0
1070	0
1071	0
1072	0
1073	0
1074	1
1075	1
1076	1
1077	8
1078	0
1079	141
1080	2
1081	2
1082	1
1083	34
1084	0
1085	95
1086	9
1087	3
1088	0
1089	3
1090	0
1091	14
1092	2
1093	4
1094	1
1095	0
1096	4
1097	240
1098	302
1099	224
1100	4
1101	4
1102	4
1103	7
1104	0
1105	0
1106	0
1107	20
1108	1
1109	0
1110	0
1111	3
1112	3
1113	3
1114	2
1115	3
1116	7
1117	2
1118	53
1119	9
1120	5
1121	0
1122	4
1123	1
1124	2
1125	9
1126	63
1127	2
1128	1
1129	284
1130	0
1131	0
1132	0
1133	0
1134	0
1135	34
1136	23
1137	4
1138	28
1139	0
1140	11
1141	9
1142	4
1143	2
1144	2
1145	2
1146	6
1147	2
1148	0
1149	3
1150	5
1151	25
1152	209
1153	3
1154	23
1155	1
1156	19
1157	1
1158	0
1159	2
1160	0
1161	2
1162	0
1163	5
1164	48
1165	18
1166	6
1167	0
1168	0
1169	4722
1170	21
1171	291
1172	8
1173	1
1174	7
1175	3
1176	13
1177	64
1178	7
1179	1
1180	56
1181	2
1182	1
1183	1
1184	0
1185	0
1186	1
1187	2
1188	0
1189	1
1190	111
1191	50
1192	0
1193	889
1194	0
1195	79
1196	115
1197	95
1198	65
1199	0
1200	4
1201	38
1202	1
1203	8
1204	1
1205	162
1206	3
1207	17
1208	42
1209	9
1210	35
1211	46
1212	184
1213	2
1214	2
1215	1
1216	0
1217	2
1218	3
1219	35
1220	25
1221	16
1222	6
1223	202
1224	5
1225	2
1226	21
1227	19
1228	5
1229	166
1230	455
1231	457
1232	0
1233	94
1234	2
1235	2
1236	1
1237	2
1238	10
1239	1
1240	0
1241	1
1242	0
1243	0
1244	0
1245	22
1246	46
1247	1
1248	1
1249	0
1250	0
1251	0
1252	0
1253	0
1254	0
1255	0
1256	1
1257	1
1258	1
1259	0
1260	0
1261	2
1262	0
1263	1
1264	0
1265	1
1266	0
1267	0
1268	0
1269	0
1270	0
1271	0
1272	2
1273	0
1274	1
1275	1
1276	0
1277	0
1278	1
1279	0
1280	1
1281	0
1282	1
1283	29
1284	0
1285	2
1286	0
1287	0
1288	1
1289	0
1290	0
1291	0
1292	0
1293	0
1294	1
1295	1
1296	2
1297	1
1298	0
1299	0
1300	0
1301	0
1302	0
1303	1
1304	0
1305	1
1306	167
1307	4
1308	1
1309	0
1310	9
1311	4
1312	8
1313	2
1314	0
1315	53
1316	68
1317	3
1318	3
1319	2
1320	5
1321	0
1322	6
1323	3
1324	2
1325	5
1326	0
1327	1
1328	0
1329	0
1330	1
1331	0
1332	5
1333	1
1334	0
1335	3
1336	2
1337	1
1338	4
1339	0
1340	0
1341	1
1342	0
1343	0
1344	15514
1345	0
1346	0
1347	0
1348	0
1349	0
1350	1
1351	1
1352	1
1353	0
1354	537
1355	8
1356	4
1357	1
1358	0
1359	1
1360	1
1361	0
1362	2
1363	4
1364	4
1365	28
1366	81
1367	19
1368	40
1369	0
1370	0
1371	68
1372	0
1373	2
1374	0
1375	0
1376	0
1377	0
1378	0
1379	2
1380	1
1381	11
1382	8
1383	3
1384	1
1385	6
1386	3
1387	2
1388	2
1389	2
1390	1
1391	2
1392	0
1393	6
1394	10
1395	1
1396	2
1397	6
1398	0
1399	0
1400	10
1401	1
1402	5
1403	1
1404	35
1405	1
1406	1
1407	1
1408	1
1409	0
1410	1
1411	1
1412	0
1413	0
1414	0
1415	0
1416	5
1417	6
1418	0
1419	0
1420	1
1421	1
1422	3
1423	0
1424	9
1425	8
1426	7
1427	8
1428	0
1429	19
1430	0
1431	0
1432	0
1433	9
1434	0
1435	23
1436	1
1437	4
1438	1
1439	3
1440	0
1441	0
1442	9
1443	6
1444	0
1445	1
1446	1
1447	5
1448	4
1449	2
1450	0
1451	15
1452	0
1453	1
1454	0
1455	0
1456	0
1457	25
1458	3
1459	5
1460	20
1461	27
1462	47
1463	24
1464	2
1465	0
1466	0
1467	4
1468	1
1469	0
1470	2
1471	5
1472	2
1473	205
1474	115
1475	68
1476	0
1477	1
1478	0
1479	115
1480	0
1481	2
1482	1
1483	1
1484	0
1485	0
1486	0
1487	1
1488	0
1489	0
1490	1
1491	0
1492	1
1493	1
1494	0
1495	0
1496	1
1497	2
1498	1
1499	0
1500	0
1501	12
1502	0
1503	9
1504	1
1505	0
1506	0
1507	1
1508	720
1509	0
1510	0
1511	4
1512	0
1513	0
1514	0
1515	7
1516	0
1517	0
1518	1
1519	1
1520	0
1521	3
1522	0
1523	0
1524	0
1525	0
1526	0
1527	1
1528	0
1529	0
1530	4
1531	0
1532	0
1533	0
1534	0
1535	0
1536	0
1537	1
1538	57
1539	4
1540	15
1541	30
1542	6
1543	13
1544	356
1545	0
1546	23
1547	1
1548	1
1549	4
1550	0
1551	36
1552	0
1553	1
1554	1
1555	0
1556	4
1557	0
1558	0
1559	0
1560	0
1561	22
1562	548
1563	40
1564	1
1565	0
1566	1
1567	32
1568	1
1569	3
1570	59
1571	0
1572	0
1573	4
1574	1
1575	2
1576	0
1577	1
1578	1
1579	1
1580	1
1581	0
1582	9
1583	0
1584	1
1585	1
1586	1
1587	1
1588	1
1589	0
1590	0
1591	43
1592	92
1593	0
1594	5
1595	45
1596	169
1597	57
1598	0
1599	1
1600	0
1601	1
1602	0
1603	0
1604	0
1605	0
1606	0
1607	0
1608	1
1609	0
1610	1
1611	1
1612	1
1613	5
1614	1
1615	0
1616	0
1617	0
1618	0
1619	73
1620	55
1621	1422
1622	198
1623	1
1624	0
1625	0
1626	2
1627	0
1628	0
1629	0
1630	3
1631	0
1632	0
1633	0
1634	1
1635	543
1636	1
1637	0
1638	0
1639	1
1640	2
1641	0
1642	1
1643	0
1644	0
1645	1
1646	1
1647	1
1648	0
1649	2
1650	0
1651	0
1652	0
1653	0
1654	0
1655	0
1656	0
1657	0
1658	0
1659	0
1660	0
1661	1
1662	0
1663	0
1664	1
1665	1
1666	3
1667	1
1668	0
1669	2
1670	0
1671	4
1672	0
1673	0
1674	0
1675	2
1676	0
1677	0
1678	0
1679	0
1680	1
1681	1
1682	0
1683	0
1684	2
1685	0
1686	0
1687	1
1688	1
1689	0
1690	2
1691	0
1692	1
1693	1
1694	1
1695	0
1696	0
1697	0
1698	0
1699	3
1700	0
1701	0
1702	2
1703	0
1704	0
1705	0
1706	0
1707	0
1708	3
1709	0
1710	22
1711	0
1712	0
1713	0
1714	0
1715	0
1716	0
1717	0
1718	1
1719	0
1720	0
1721	0
1722	1
1723	0
1724	0
1725	0
1726	0
1727	2
1728	1
1729	0
1730	1
1731	0
1732	1
1733	1
1734	0
1735	1
1736	0
1737	0
1738	0
1739	0
1740	14
1741	0
1742	1
1743	2
1744	8
1745	267
1746	1
1747	1
1748	151
1749	1
1750	150
1751	379
1752	11
1753	152
1754	77
1755	28
1756	72
1757	1
1758	0
1759	1
1760	0
1761	2
1762	1
1763	1
1764	2
1765	0
1766	0
1767	0
1768	0
1769	0
1770	0
1771	6250
1772	0
1773	1
1774	0
1775	3
1776	163
1777	309
1778	1
1779	1
1780	14
1781	0
1782	3
1783	3
1784	2
1785	0
1786	0
1787	2
1788	1
1789	2
1790	16
1791	1
1792	0
1793	2
1794	1
1795	2
1796	8
1797	14
1798	0
1799	14
1800	1
1801	1
1802	0
1803	374
1804	2
1805	1
1806	1
1807	3
1808	2
1809	3
1810	0
1811	1
1812	16
1813	0
1814	18
1815	26
1816	0
1817	0
1818	1
1819	5
1820	0
1821	124
1822	146
1823	4
1824	2
1825	63
1826	1
1827	1
1828	1
1829	1
1830	2
1831	2
1832	0
1833	2
1834	0
1835	0
1836	0
1837	1
1838	2
1839	1
1840	1
1841	4
1842	0
1843	507
1844	11
1845	349
1846	1725
1847	2
1848	358
1849	507
1850	16
1851	25
1852	54
1853	994
1854	1
1855	0
1856	1
1857	2
1858	10
1859	0
1860	0
1861	0
1862	0
1863	0
1864	0
1865	0
1866	0
1867	1
1868	0
1869	0
1870	0
1871	1
1872	0
1873	2
1874	0
1875	1
1876	0
1877	1
1878	0
1879	0
1880	0
1881	2
1882	0
1883	0
1884	0
1885	1
1886	0
1887	2
1888	0
1889	7
1890	0
1891	1
1892	10
1893	0
1894	0
1895	2
1896	2
1897	5
1898	15
1899	1
1900	5
1901	25
1902	5
1903	40
1904	11
1905	1
1906	0
1907	0
1908	4
1909	2
1910	1
1911	0
1912	2
1913	0
1914	0
1915	2
1916	2
1917	0
1918	4
1919	0
1920	206
1921	1
1922	1
1923	0
1924	0
1925	0
1926	0
1927	0
1928	0
1929	0
1930	0
1931	1
1932	17
1933	1
1934	724
1935	1
1936	0
1937	7
1938	0
1939	1
1940	46
1941	2
1942	1
1943	1338
1944	8
1945	1
1946	1
1947	0
1948	0
1949	0
1950	0
1951	0
1952	1
1953	0
1954	0
1955	2
1956	1
1957	0
1958	0
1959	0
1960	153
1961	4
1962	0
1963	0
1964	0
1965	0
1966	0
1967	1
1968	0
1969	0
1970	3
1971	3
1972	19
1973	78
1974	43
1975	58
1976	1
1977	0
1978	0
1979	0
1980	1
1981	25
1982	1
1983	1
1984	7
1985	0
1986	36
1987	1
1988	1
1989	0
1990	0
1991	0
1992	25
1993	1
1994	0
1995	0
1996	0
1997	1
1998	5
1999	2
2000	0
2001	0
2002	1
2003	0
2004	0
2005	5
2006	0
2007	1
2008	2
2009	0
2010	1
2011	0
2012	32
2013	0
2014	2
2015	0
2016	1
2017	0
2018	0
2019	0
2020	35
2021	5
2022	1
2023	1
2024	1
2025	0
2026	0
2027	0
2028	0
2029	1
2030	1
2031	1
2032	0
2033	0
2034	183
2035	0
2036	19
2037	3
2038	1
2039	0
2040	1
2041	2
2042	22
2043	0
2044	0
2045	1
2046	1
2047	2
2048	7
2049	66
2050	3
2051	1
2052	0
2053	1
2054	0
2055	13
2056	12
2057	12
2058	7
2059	9
2060	0
2061	4
2062	0
2063	1
2064	1
2065	21
2066	2
2067	0
2068	0
2069	7
2070	3
2071	1799
2072	1
2073	1
2074	0
2075	1
2076	1
2077	0
2078	1
2079	0
2080	10
2081	1
2082	3
2083	2
2084	0
2085	0
2086	0
2087	0
2088	0
2089	1
2090	1
2091	0
2092	1
2093	4
2094	0
2095	1
2096	4
2097	0
2098	0
2099	0
2100	0
2101	1
2102	0
2103	1
2104	1
2105	3
2106	0
2107	0
2108	0
2109	0
2110	0
2111	0
2112	0
2113	0
2114	0
2115	1
2116	2
2117	1
2118	1
2119	4
2120	4
2121	1
2122	0
2123	1
2124	0
2125	0
2126	0
2127	0
2128	2
2129	0
2130	0
2131	0
2132	6
2133	537
2134	0
2135	15
2136	1
2137	0
2138	0
2139	0
2140	280
2141	0
2142	0
2143	0
2144	0
2145	4
2146	1
2147	0
2148	14
2149	0
2150	0
2151	0
2152	1
2153	1
2154	22
2155	1
2156	1
2157	0
2158	0
2159	1
2160	2
2161	0
2162	0
2163	0
2164	0
2165	0
2166	2
2167	14
2168	0
2169	0
2170	6
2171	1
2172	1
2173	0
2174	1
2175	0
2176	0
2177	2
2178	2
2179	0
2180	4
2181	1
2182	0
2183	0
2184	1
2185	0
2186	1
2187	0
2188	0
2189	0
2190	1
2191	0
2192	0
2193	0
2194	0
2195	0
2196	2
2197	279
2198	43
2199	0
2200	1
2201	0
2202	1
2203	0
2204	0
2205	34
2206	1
2207	0
2208	0
2209	0
2210	4
2211	674
2212	0
2213	2
2214	0
2215	1
2216	0
2217	4
2218	1
2219	0
2220	0
2221	0
2222	0
2223	0
2224	1
2225	0
2226	3
2227	5
2228	1
2229	0
2230	9
2231	1
2232	0
2233	3
2234	1
2235	2
2236	1
2237	1
2238	2
2239	0
2240	1
2241	0
2242	0
2243	0
2244	5
2245	0
2246	1
2247	0
2248	0
2249	1
2250	1
2251	2
2252	1
2253	1
2254	0
2255	4
2256	0
2257	0
2258	2
2259	1321
2260	2
2261	1
2262	6
2263	9
2264	0
2265	1
2266	0
2267	0
2268	8
2269	25
2270	3
2271	0
2272	127
2273	1
2274	2
2275	1
2276	0
2277	0
2278	1
2279	58
2280	1
2281	0
2282	0
2283	0
2284	0
2285	0
2286	1
2287	0
2288	0
2289	0
2290	24
2291	0
2292	1
2293	0
2294	14
2295	0
2296	0
2297	14
2298	0
2299	75
2300	2
2301	0
2302	5
2303	1
2304	1
2305	4
2306	9
2307	1
2308	1
2309	0
2310	0
2311	0
2312	0
2313	0
2314	131
2315	18
2316	0
2317	9
2318	0
2319	0
2320	22
2321	0
2322	0
2323	1
2324	6
2325	13
2326	4
2327	1
2328	10
2329	4
2330	0
2331	35
2332	2
2333	0
2334	2
2335	20
2336	1
2337	4
2338	1
2339	1
2340	18
2341	1
2342	1
2343	35
2344	0
2345	0
2346	0
2347	20
2348	2
2349	0
2350	0
2351	0
2352	0
2353	20
2354	0
2355	1
2356	113
2357	7
2358	73
2359	723
2360	2
2361	0
2362	0
2363	1
2364	4
2365	1
2366	44
2367	0
2368	2
2369	8
2370	2
2371	2485
2372	1
2373	29
2374	0
2375	0
2376	0
2377	0
2378	0
2379	0
2380	1
2381	0
2382	0
2383	0
2384	0
2385	1
2386	0
2387	0
2388	0
2389	1
2390	0
2391	30
2392	1
2393	0
2394	79
2395	52
2396	136
2397	8
2398	3
2399	1
2400	10
2401	3
2402	4
2403	5
2404	13
2405	2
2406	12
2407	8
2408	0
2409	0
2410	0
2411	1
2412	0
2413	1
2414	1
2415	1
2416	0
2417	0
2418	0
2419	0
2420	0
2421	0
2422	1
2423	1
2424	1
2425	6
2426	2
2427	0
2428	0
2429	0
2430	1
2431	3
2432	1
2433	1
2434	28
2435	21
2436	0
2437	18
2438	2
2439	13
2440	7
2441	2
2442	1
2443	28
2444	0
2445	75
2446	213
2447	5281
2448	0
2449	1
2450	0
2451	1
2452	0
2453	0
2454	1
2455	0
2456	1
2457	1
2458	0
2459	0
2460	0
2461	0
2462	0
2463	5
2464	0
2465	0
2466	2
2467	2
2468	2
2469	0
2470	2
2471	1
2472	1
2473	1
2474	0
2475	0
2476	0
2477	1
2478	0
2479	0
2480	0
2481	1
2482	11
2483	1
2484	0
2485	0
2486	1
2487	0
2488	0
2489	0
2490	0
2491	0
2492	0
2493	11
2494	2
2495	0
2496	0
2497	0
2498	0
2499	0
2500	0
2501	3
2502	0
2503	0
2504	6
2505	40
2506	1
2507	24
2508	5
2509	0
2510	0
2511	2
2512	0
2513	4623
2514	0
2515	1
2516	0
2517	2
2518	3
2519	1
2520	2
2521	61
2522	0
2523	1
2524	0
2525	34
2526	507
2527	0
2528	0
2529	7
2530	1
2531	5
2532	211
2533	0
2534	0
2535	0
2536	15
2537	13
2538	15
2539	3
2540	13
2541	10
2542	41
2543	0
2544	17
2545	0
2546	2
2547	3
2548	1
2549	2
2550	2
2551	0
2552	2
2553	0
2554	1
2555	1
2556	2
2557	0
2558	2
2559	2
2560	1
2561	2
2562	0
2563	0
2564	0
2565	2
2566	2
2567	2
2568	1
2569	1
2570	1
2571	1
2572	1
2573	1
2574	0
2575	1
2576	1
2577	0
2578	0
2579	3
2580	1
2581	2
2582	0
2583	3
2584	1
2585	0
2586	1
2587	13
2588	2
2589	2
2590	1
2591	0
2592	2
2593	1
2594	1
2595	1
2596	2
2597	0
2598	1
2599	0
2600	0
2601	12
2602	34
2603	280
2604	0
2605	3
2606	0
2607	1
2608	1
2609	0
2610	74
2611	119
2612	15
2613	10
2614	109
2615	22
2616	0
2617	6
2618	11
2619	3
2620	6
2621	2
2622	0
2623	1
2624	0
2625	0
2626	3
2627	330
2628	2
2629	0
2630	88
2631	0
2632	1
2633	4
2634	10
2635	7
2636	63
2637	37
2638	4
2639	1
2640	0
2641	133
2642	2
2643	0
2644	1
2645	0
2646	4
2647	117
2648	0
2649	10
2650	3
2651	5
2652	3
2653	12
2654	19
2655	11
2656	31
2657	10
2658	2
2659	5
2660	25
2661	64
2662	102
2663	77
2664	45
2665	330
2666	934
2667	0
2668	69
2669	0
2670	41
2671	2
2672	54
2673	0
2674	0
2675	4
2676	9
2677	2
2678	2
2679	10
2680	24
2681	5
2682	0
2683	3
2684	318
2685	1
2686	0
2687	26
2688	28
2689	1
2690	1
2691	0
2692	63
2693	40
2694	0
2695	9
2696	1
2697	0
2698	0
2699	0
2700	3
2701	2
2702	53
2703	0
2704	1
2705	3
2706	6
2707	0
2708	0
2709	56
2710	0
2711	41
2712	8
2713	1
2714	4
2715	2
2716	6
2717	9
2718	9
2719	10
2720	42
2721	126
2722	389
2723	13
2724	30
2725	20
2726	19
2727	16
2728	116
2729	202
2730	19
2731	6
2732	2
2733	65
2734	0
2735	100
2736	51
2737	1
2738	163
2739	178
2740	1
2741	5
2742	10
2743	0
2744	5
2745	1
2746	20
2747	60
2748	38
2749	2
2750	18
2751	0
2752	0
2753	0
2754	3
2755	6
2756	0
2757	0
2758	1
2759	586
2760	296
2761	1
2762	1
2763	0
2764	11
2765	16
2766	9
2767	0
2768	2
2769	2
2770	0
2771	1
2772	0
2773	0
2774	0
2775	0
2776	124
2777	24
2778	27
2779	3
2780	1
2781	8
2782	5
2783	3
2784	3
2785	9
2786	7
2787	0
2788	466
2789	119
2790	0
2791	15
2792	0
2793	4
2794	1
2795	1
2796	3
2797	123
2798	48
2799	1
2800	5
2801	154
2802	1
2803	1
2804	0
2805	0
2806	1
2807	1458
2808	585
2809	0
2810	0
2811	1
2812	0
2813	0
2814	0
2815	0
2816	0
2817	0
2818	1
2819	0
2820	0
2821	0
2822	1
2823	0
2824	11
2825	34
2826	3
2827	1
2828	7
2829	1
2830	2
2831	1
2832	0
2833	7
2834	0
2835	0
2836	0
2837	5
2838	1
2839	1
2840	0
2841	1
2842	2
2843	0
2844	0
2845	0
2846	0
2847	1
2848	0
2849	1
2850	1
2851	0
2852	0
2853	0
2854	0
2855	0
2856	2
2857	0
2858	0
2859	1
2860	1
2861	1
2862	0
2863	0
2864	0
2865	0
2866	0
2867	1
2868	1
2869	2
2870	1
2871	0
2872	0
2873	0
2874	0
2875	0
2876	1
2877	1
2878	0
2879	0
2880	0
2881	4
2882	2
2883	11
2884	0
2885	0
2886	1
2887	0
2888	0
2889	1
2890	0
2891	0
2892	1
2893	0
2894	1
2895	0
2896	0
2897	0
2898	1
2899	3
2900	1
2901	1
2902	0
2903	1
2904	1
2905	0
2906	0
2907	1
2908	0
2909	0
2910	0
2911	1
2912	0
2913	1
2914	0
2915	0
2916	0
2917	0
2918	0
2919	1
2920	0
2921	0
2922	1
2923	0
2924	0
2925	1
2926	0
2927	1
2928	1
2929	0
2930	0
2931	0
2932	1
2933	0
2934	1
2935	1
2936	0
2937	1
2938	0
2939	0
2940	1
2941	2
2942	1
2943	0
2944	1
2945	0
2946	1
2947	0
2948	0
2949	1
2950	0
2951	0
2952	1
2953	1
2954	0
2955	0
2956	0
2957	0
2958	1
2959	2
2960	2
2961	0
2962	0
2963	1
2964	0
2965	0
2966	0
2967	0
2968	1
2969	1
2970	0
2971	0
2972	1
2973	1
2974	0
2975	1
2976	0
2977	0
2978	0
2979	0
2980	1
2981	1
2982	0
2983	1
2984	0
2985	0
2986	0
2987	0
2988	1
2989	0
2990	0
2991	0
2992	0
2993	266
2994	0
